para_name,para_value,fp_num,stable,var_name,var_value
d_C,0.3137931034482759,1,True,S,32.7917599641737
d_C,0.33793103448275863,0,False,S,0.0
d_C,0.33793103448275863,1,True,S,33.9955217196597
d_C,0.3620689655172414,0,False,S,0.0
d_C,0.3620689655172414,1,True,S,35.1992834751455
d_C,0.38620689655172413,0,False,S,0.0
d_C,0.38620689655172413,1,True,S,36.4030452306315
d_C,0.4103448275862069,0,False,S,0.0
d_C,0.4103448275862069,1,True,S,37.6068069861173
d_C,0.43448275862068964,0,False,S,0.0
d_C,0.43448275862068964,1,True,S,38.8105687416032
d_C,0.43448275862068964,2,False,S,45.9372901869018
d_C,0.43448275862068964,3,True,S,24.7187534522747
d_C,0.4586206896551724,0,False,S,0.0
d_C,0.4586206896551724,1,True,S,40.0143304970891
d_C,0.4586206896551724,2,False,S,55.5352907239826
d_C,0.4586206896551724,3,True,S,22.4888691876361
d_C,0.48275862068965514,0,False,S,0.0
d_C,0.48275862068965514,1,True,S,41.2180922525750
d_C,0.48275862068965514,2,False,S,64.1582205071034
d_C,0.48275862068965514,3,True,S,21.2340556769574
d_C,0.506896551724138,0,False,S,0.0
d_C,0.506896551724138,1,True,S,42.4218540080609
d_C,0.506896551724138,2,False,S,72.3680787467529
d_C,0.506896551724138,3,True,S,20.3923137097504
d_C,0.5310344827586206,0,False,S,0.0
d_C,0.5310344827586206,1,True,S,43.6256157635468
d_C,0.5310344827586206,2,False,S,80.3506153657809
d_C,0.5310344827586206,3,True,S,19.7778933631645
d_C,0.5551724137931034,0,False,S,0.0
d_C,0.5551724137931034,1,True,S,44.8293775190327
d_C,0.5551724137931034,2,False,S,88.1910454977984
d_C,0.5551724137931034,3,True,S,19.3055795035895
d_C,0.5793103448275863,0,False,S,0.0
d_C,0.5793103448275863,1,True,S,46.0331392745186
d_C,0.5793103448275863,2,False,S,95.9354175114186
d_C,0.5793103448275863,3,True,S,18.9293237624117
d_C,0.603448275862069,0,False,S,0.0
d_C,0.603448275862069,1,True,S,47.2369010300045
d_C,0.603448275862069,2,False,S,103.611274926907
d_C,0.603448275862069,3,True,S,18.6215826193650
d_C,0.6275862068965518,0,False,S,0.0
d_C,0.6275862068965518,1,True,S,48.4406627854903
d_C,0.6275862068965518,2,False,S,111.236290437963
d_C,0.6275862068965518,3,True,S,18.3646833807515
d_C,0.6517241379310345,0,False,S,0.0
d_C,0.6517241379310345,1,True,S,49.6444245409763
d_C,0.6517241379310345,2,False,S,118.822406718121
d_C,0.6517241379310345,3,True,S,18.1466833730362
d_C,0.6758620689655173,0,False,S,0.0
d_C,0.6758620689655173,1,True,S,50.8481862964622
d_C,0.6758620689655173,2,False,S,126.378024455992
d_C,0.6758620689655173,3,True,S,17.9591819076075
d_C,0.7,0,False,S,0.0
d_C,0.7,1,True,S,52.0519480519481
d_C,0.7,2,False,S,133.909245446815
d_C,0.7,3,True,S,17.7960771892264
